"macro_code","macro_name_sil","member_code","member_status","in_linguameta","member_name_linguameta","member_name_sil","member_endonym","member_n_speakers","member_endangerment","member_glottocode","names_differ"
"zap","Zapotec","ztp","A",TRUE,"Loxicha Zapotec","Loxicha Zapotec",NA,NA,"Vulnerable","loxi1235",FALSE
"zap","Zapotec","ztq","A",TRUE,"Quioquitani-Quierí Zapotec","Quioquitani-Quierí Zapotec",NA,4000,"Not endangered","quio1241",FALSE
"zap","Zapotec","zts","A",TRUE,"Tilquiapan Zapotec","Tilquiapan Zapotec",NA,5000,"Not endangered","tilq1235",FALSE
"zap","Zapotec","ztt","A",TRUE,"Tejalapan Zapotec","Tejalapan Zapotec",NA,NA,"Definitely endangered","teja1235",FALSE
"zap","Zapotec","ztu","A",TRUE,"Güilá Zapotec","Güilá Zapotec",NA,9500,"Not endangered","guil1236",FALSE
"zap","Zapotec","ztx","A",TRUE,"Zaachila Zapotec","Zaachila Zapotec",NA,NA,"Definitely endangered","zaac1239",FALSE
"zap","Zapotec","zty","A",TRUE,"Yatee Zapotec","Yatee Zapotec",NA,5000,"Not endangered","yate1242",FALSE
"zha","Zhuang","ccx","R",FALSE,NA,"Northern Zhuang",NA,NA,NA,NA,NA
"zha","Zhuang","ccy","R",FALSE,NA,"Southern Zhuang",NA,NA,NA,NA,NA
"zha","Zhuang","zch","A",TRUE,"Central Hongshuihe Zhuang","Central Hongshuihe Zhuang",NA,NA,"Not endangered","cent2009",FALSE
"zha","Zhuang","zeh","A",TRUE,"Eastern Hongshuihe Zhuang","Eastern Hongshuihe Zhuang",NA,1200000,"Not endangered","east2363",FALSE
"zha","Zhuang","zgb","A",TRUE,"Guibei Zhuang","Guibei Zhuang",NA,NA,"Not endangered","guib1245",FALSE
"zha","Zhuang","zgm","A",TRUE,"Minz Zhuang","Minz Zhuang",NA,180000,"Not endangered","minz1236",FALSE
"zha","Zhuang","zgn","A",TRUE,"Guibian Zhuang","Guibian Zhuang",NA,1e+06,"Not endangered","guib1244",FALSE
"zha","Zhuang","zhd","A",TRUE,"Dai Zhuang","Dai Zhuang",NA,1e+05,"Vulnerable","daiz1235",FALSE
"zha","Zhuang","zhn","A",TRUE,"Nong Zhuang","Nong Zhuang",NA,6e+05,"Not endangered","nong1247",FALSE
"zha","Zhuang","zlj","A",TRUE,"Liujiang Zhuang","Liujiang Zhuang",NA,NA,"Not endangered","liuj1238",FALSE
"zha","Zhuang","zln","A",TRUE,"Lianshan Zhuang","Lianshan Zhuang",NA,NA,NA,"lian1252",FALSE
"zha","Zhuang","zlq","A",TRUE,"Liuqian Zhuang","Liuqian Zhuang",NA,NA,"Vulnerable","liuq1235",FALSE
"zha","Zhuang","zqe","A",TRUE,"Qiubei Zhuang","Qiubei Zhuang",NA,140000,"Not endangered","qiub1238",FALSE
"zha","Zhuang","zyb","A",TRUE,"Yongbei Zhuang","Yongbei Zhuang",NA,2e+06,"Not endangered","yong1276",FALSE
"zha","Zhuang","zyg","A",TRUE,"Yang Zhuang","Yang Zhuang",NA,NA,"Not endangered","yang1286",FALSE
"zha","Zhuang","zyj","A",TRUE,"Youjiang Zhuang","Youjiang Zhuang","Gangjdoj",870000,"Not endangered","youj1238",FALSE
"zha","Zhuang","zyn","A",TRUE,"Yongnan Zhuang","Yongnan Zhuang",NA,NA,"Not endangered","yong1275",FALSE
"zha","Zhuang","zzj","A",TRUE,"Zuojiang Zhuang","Zuojiang Zhuang",NA,NA,"Not endangered","zuoj1238",FALSE
"zho","Chinese","cdo","A",TRUE,"Min Dong Chinese","Min Dong Chinese","Mìng-dĕ̤ng-ngṳ̄",9500000,"Not endangered","mind1253",FALSE
"zho","Chinese","cjy","A",TRUE,"Jinyu Chinese","Jinyu Chinese","晋语",6.3e+07,"Not endangered","jiny1235",FALSE
"zho","Chinese","cmn","A",TRUE,"Mandarin Chinese","Mandarin Chinese","普通话",1288700000,"Not endangered","mand1415",FALSE
"zho","Chinese","cnp","A",TRUE,"Northern Pinghua","Northern Ping Chinese",NA,NA,NA,NA,TRUE
"zho","Chinese","cpx","A",TRUE,"Pu-Xian Chinese","Pu-Xian Chinese","Pó-sing-gṳ̂",2600000,"Not endangered","puxi1243",FALSE
"zho","Chinese","csp","A",TRUE,"Southern Pinghua","Southern Ping Chinese",NA,NA,NA,NA,TRUE
"zho","Chinese","czh","A",TRUE,"Huizhou Chinese","Huizhou Chinese","徽州話",4600000,"Not endangered","huiz1242",FALSE
"zho","Chinese","czo","A",TRUE,"Min Zhong Chinese","Min Zhong Chinese","Mǐnzhōngyǔ",NA,"Not endangered","minz1235",FALSE
"zho","Chinese","gan","A",TRUE,"Gan Chinese","Gan Chinese","贛語",2.4e+07,"Not endangered","ganc1239",FALSE
"zho","Chinese","hak","A",TRUE,"Hakka Chinese","Hakka Chinese","客家話",3.2e+07,"Not endangered","hakk1236",FALSE
"zho","Chinese","hnm","A",FALSE,NA,"Hainanese",NA,NA,NA,NA,NA
"zho","Chinese","hsn","A",TRUE,"Xiang Chinese","Xiang Chinese","湘語",4e+07,"Not endangered","xian1251",FALSE
"zho","Chinese","luh","A",FALSE,NA,"Leizhou Chinese",NA,NA,NA,NA,NA
"zho","Chinese","lzh","A",FALSE,NA,"Literary Chinese",NA,NA,NA,NA,NA
"zho","Chinese","mnp","A",TRUE,"Min Bei Chinese","Min Bei Chinese","Mâing-bă̤-ngṳ̌",2200000,"Not endangered","minb1244",FALSE
"zho","Chinese","nan","A",TRUE,"Min Nan Chinese","Min Nan Chinese","Min Nan",4.2e+07,"Not endangered","minn1241",FALSE
"zho","Chinese","sjc","A",FALSE,NA,"Shaojiang Chinese",NA,NA,NA,NA,NA
"zho","Chinese","wuu","A",TRUE,"Wu Chinese","Wu Chinese","吳語",8.4e+07,"Not endangered","wuch1236",FALSE
"zho","Chinese","yue","A",TRUE,"Yue Chinese","Yue Chinese","廣東話",7.9e+07,"Not endangered","yuec1235",FALSE
"zza","Zaza","diq","A",TRUE,"Dimli","Dimli (individual language)","Dimilkî",1600000,"Vulnerable","diml1238",TRUE
"zza","Zaza","kiu","A",TRUE,"Kirmanjki","Kirmanjki (individual language)","Kirmanckî",160000,"Not endangered","kirm1248",TRUE
