"municipality","department","muni_anexo","file","size_kb","id_muni","qid","muni_gadm","commons_filename","commons_url","mid","upload_date","status"
"Sabaya","Oruro","Sabaya","output/locator_maps/muni-maps-final/Sabaya_muni_locator_map.svg",2837.4,"040901","Q1478043","Sabaya","Sabaya muni locator map.svg","https://commons.wikimedia.org/wiki/File:Sabaya_muni_locator_map.svg","M192031519","2026-05-15","uploaded"
"Salinas de Garci Mendoza","Oruro","Salinas de Garci Mendoza","output/locator_maps/muni-maps-final/Salinas_de_Garci_Mendoza_muni_locator_map.svg",2837.4,"040801","Q647899","Salinas de Garcí Mendoza","Salinas de Garci Mendoza muni locator map.svg","https://commons.wikimedia.org/wiki/File:Salinas_de_Garci_Mendoza_muni_locator_map.svg","M192031535","2026-05-15","uploaded"
"Santiago de Huari","Oruro","Santiago de Huari","output/locator_maps/muni-maps-final/Santiago_de_Huari_muni_locator_map.svg",2837.4,"041401","Q2303100","Santiago de Huari","Santiago de Huari muni locator map.svg","https://commons.wikimedia.org/wiki/File:Santiago_de_Huari_muni_locator_map.svg","M192031556","2026-05-15","uploaded"
"Quillacas","Oruro","Quillacas","output/locator_maps/muni-maps-final/Quillacas_muni_locator_map.svg",2837.4,"040202","Q647890","Santuario de Quillacas","Quillacas muni locator map.svg","https://commons.wikimedia.org/wiki/File:Quillacas_muni_locator_map.svg","M192031564","2026-05-15","uploaded"
"Todos Santos","Oruro","Todos Santos","output/locator_maps/muni-maps-final/Todos_Santos_muni_locator_map.svg",2837.4,"041502","Q647838","Todos Santos","Todos Santos muni locator map.svg","https://commons.wikimedia.org/wiki/File:Todos_Santos_muni_locator_map.svg","M192031576","2026-05-15","uploaded"
"Toledo","Oruro","Toledo","output/locator_maps/muni-maps-final/Toledo_muni_locator_map.svg",2837.4,"041001","Q523242","Toledo","Toledo muni locator map.svg","https://commons.wikimedia.org/wiki/File:Toledo_muni_locator_map.svg","M192031587","2026-05-15","uploaded"
"Totora","Oruro","Totora","output/locator_maps/muni-maps-final/Totora_(Oruro)_muni_locator_map.svg",2837.4,"041301","Q1953183","Totora","Totora (Oruro) muni locator map.svg","https://commons.wikimedia.org/wiki/File:Totora_(Oruro)_muni_locator_map.svg","M192031605","2026-05-15","uploaded"
"Turco","Oruro","Turco","output/locator_maps/muni-maps-final/Turco_muni_locator_map.svg",2837.4,"040402","Q796998","Turco","Turco muni locator map.svg","https://commons.wikimedia.org/wiki/File:Turco_muni_locator_map.svg","M192031618","2026-05-15","uploaded"
"Yunguyo de Litoral","Oruro","Yunguyo de Litoral","output/locator_maps/muni-maps-final/Yunguyo_de_Litoral_muni_locator_map.svg",2837.4,"040504","Q647918","Yunguyo del Litoral","Yunguyo de Litoral muni locator map.svg","https://commons.wikimedia.org/wiki/File:Yunguyo_de_Litoral_muni_locator_map.svg","M192031632","2026-05-15","uploaded"
"Bella Flor","Pando","Bella Flor","output/locator_maps/muni-maps-final/Bella_Flor_muni_locator_map.svg",2837.4,"090104","Q198360","Bella Flor","Bella Flor muni locator map.svg","https://commons.wikimedia.org/wiki/File:Bella_Flor_muni_locator_map.svg","M192031643","2026-05-15","uploaded"
"Bolpebra","Pando","Bolpebra","output/locator_maps/muni-maps-final/Bolpebra_muni_locator_map.svg",2837.4,"090103","Q198353","Bolpebra","Bolpebra muni locator map.svg","https://commons.wikimedia.org/wiki/File:Bolpebra_muni_locator_map.svg","M192031662","2026-05-15","uploaded"
"Cobija","Pando","Cobija","output/locator_maps/muni-maps-final/Cobija_muni_locator_map.svg",2837.4,"090101","Q198367","Cobija","Cobija muni locator map.svg","https://commons.wikimedia.org/wiki/File:Cobija_muni_locator_map.svg","M192031672","2026-05-15","uploaded"
"Filadelfia","Pando","Filadelfia","output/locator_maps/muni-maps-final/Filadelfia_muni_locator_map.svg",2837.4,"090203","Q198391","Filadelfia","Filadelfia muni locator map.svg","https://commons.wikimedia.org/wiki/File:Filadelfia_muni_locator_map.svg","M192031684","2026-05-15","uploaded"
"Ingavi","Pando","Ingavi","output/locator_maps/muni-maps-final/Ingavi_muni_locator_map.svg",2837.4,"090402","Q198351","Ingavi","Ingavi muni locator map.svg","https://commons.wikimedia.org/wiki/File:Ingavi_muni_locator_map.svg","M192031693","2026-05-15","uploaded"
"Nueva Esperanza","Pando","Nueva Esperanza","output/locator_maps/muni-maps-final/Nueva_Esperanza_muni_locator_map.svg",2837.4,"090501","Q198389","Nueva Esperanza","Nueva Esperanza muni locator map.svg","https://commons.wikimedia.org/wiki/File:Nueva_Esperanza_muni_locator_map.svg","M192031706","2026-05-15","uploaded"
"Porvenir","Pando","Porvenir","output/locator_maps/muni-maps-final/Porvenir_muni_locator_map.svg",2837.4,"090102","Q1953096","Porvenir","Porvenir muni locator map.svg","https://commons.wikimedia.org/wiki/File:Porvenir_muni_locator_map.svg","M192031718","2026-05-15","uploaded"
"Puerto Gonzalo Moreno","Pando","Puerto Gonzalo Moreno","output/locator_maps/muni-maps-final/Puerto_Gonzalo_Moreno_muni_locator_map.svg",2837.4,"090301","Q198392","Puerto Gonzalo Moreno","Puerto Gonzalo Moreno muni locator map.svg","https://commons.wikimedia.org/wiki/File:Puerto_Gonzalo_Moreno_muni_locator_map.svg","M192031734","2026-05-15","uploaded"
"Puerto Rico","Pando","Puerto Rico","output/locator_maps/muni-maps-final/Puerto_Rico_muni_locator_map.svg",2837.4,"090201","Q198355","Puerto Rico","Puerto Rico muni locator map.svg","https://commons.wikimedia.org/wiki/File:Puerto_Rico_muni_locator_map.svg","M192031746","2026-05-15","uploaded"
"San Lorenzo","Pando","San Lorenzo","output/locator_maps/muni-maps-final/San_Lorenzo_(Pando)_muni_locator_map.svg",2837.4,"090302","Q195218","San Lorenzo","San Lorenzo (Pando) muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Lorenzo_(Pando)_muni_locator_map.svg","M192031760","2026-05-15","uploaded"
"San Pedro","Pando","San Pedro","output/locator_maps/muni-maps-final/San_Pedro_(Pando)_muni_locator_map.svg",2837.4,"090202","Q198394","San Pedro","San Pedro (Pando) muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Pedro_(Pando)_muni_locator_map.svg","M192031773","2026-05-15","uploaded"
"Santa Rosa del Abuná","Pando","Santa Rosa del Abuná","output/locator_maps/muni-maps-final/Santa_Rosa_del_Abuna_muni_locator_map.svg",2837.4,"090401","Q198363","Santa Rosa","Santa Rosa del Abuná muni locator map.svg","https://commons.wikimedia.org/wiki/File:Santa_Rosa_del_Abuná_muni_locator_map.svg","M192031782","2026-05-15","uploaded"
"Santos Mercado","Pando","Santos Mercado","output/locator_maps/muni-maps-final/Santos_Mercado_muni_locator_map.svg",2837.4,"090503","Q198359","Santos Mercado","Santos Mercado muni locator map.svg","https://commons.wikimedia.org/wiki/File:Santos_Mercado_muni_locator_map.svg","M192031796","2026-05-15","uploaded"
"Sena","Pando","Sena","output/locator_maps/muni-maps-final/Sena_muni_locator_map.svg",2837.4,"090303","Q198348","Sena","Sena muni locator map.svg","https://commons.wikimedia.org/wiki/File:Sena_muni_locator_map.svg","M192031809","2026-05-15","uploaded"
"Villa Nueva","Pando","Villa Nueva","output/locator_maps/muni-maps-final/Villa_Nueva_muni_locator_map.svg",2837.4,"090502","Q198357","Villa Nueva","Villa Nueva muni locator map.svg","https://commons.wikimedia.org/wiki/File:Villa_Nueva_muni_locator_map.svg","M192031819","2026-05-15","uploaded"
"Acasio","Potosí","Acasio","output/locator_maps/muni-maps-final/Acasio_muni_locator_map.svg",2837.4,"051302","Q1477964","Acasio","Acasio muni locator map.svg","https://commons.wikimedia.org/wiki/File:Acasio_muni_locator_map.svg","M192031830","2026-05-15","uploaded"
"Arampampa","Potosí","Arampampa","output/locator_maps/muni-maps-final/Arampampa_muni_locator_map.svg",2837.4,"051301","Q1477973","Arampampa","Arampampa muni locator map.svg","https://commons.wikimedia.org/wiki/File:Arampampa_muni_locator_map.svg","M192031844","2026-05-15","uploaded"
"Atocha","Potosí","Atocha","output/locator_maps/muni-maps-final/Atocha_muni_locator_map.svg",2837.4,"050802","Q1477927","Atocha","Atocha muni locator map.svg","https://commons.wikimedia.org/wiki/File:Atocha_muni_locator_map.svg","M192031855","2026-05-15","uploaded"
"Betanzos","Potosí","Betanzos","output/locator_maps/muni-maps-final/Betanzos_muni_locator_map.svg",2837.4,"050301","Q1477951","Betanzos","Betanzos muni locator map.svg","https://commons.wikimedia.org/wiki/File:Betanzos_muni_locator_map.svg","M192031864","2026-05-15","uploaded"
"Caiza D","Potosí","Caiza D","output/locator_maps/muni-maps-final/Caiza_D_muni_locator_map.svg",2837.4,"051102","Q637609","Caiza ""D""","Caiza D muni locator map.svg","https://commons.wikimedia.org/wiki/File:Caiza_D_muni_locator_map.svg","M192031878","2026-05-15","uploaded"
"Caripuyo","Potosí","Caripuyo","output/locator_maps/muni-maps-final/Caripuyo_muni_locator_map.svg",2837.4,"050702","Q1477999","Caripuyo","Caripuyo muni locator map.svg","https://commons.wikimedia.org/wiki/File:Caripuyo_muni_locator_map.svg","M192031890","2026-05-15","uploaded"
"Chaquí","Potosí","Chaquí","output/locator_maps/muni-maps-final/Chaqui_muni_locator_map.svg",2837.4,"050302","Q637599","Chaquí","Chaquí muni locator map.svg","https://commons.wikimedia.org/wiki/File:Chaquí_muni_locator_map.svg","M192031904","2026-05-15","uploaded"
"Chayanta","Potosí","Chayanta","output/locator_maps/muni-maps-final/Chayanta_muni_locator_map.svg",2837.4,"050202","Q1784443","Chayanta","Chayanta muni locator map.svg","https://commons.wikimedia.org/wiki/File:Chayanta_muni_locator_map.svg","M192031912","2026-05-15","uploaded"
"Chuquihuta","Potosí","Chuquihuta","output/locator_maps/muni-maps-final/Chuquihuta_muni_locator_map.svg",2837.4,"050204","Q775675","Chuquihuta Ayllu Jucumani","Chuquihuta muni locator map.svg","https://commons.wikimedia.org/wiki/File:Chuquihuta_muni_locator_map.svg","M192031924","2026-05-15","uploaded"
"Ckochas","Potosí","Ckochas","output/locator_maps/muni-maps-final/Ckochas_muni_locator_map.svg",2837.4,"051103","Q1147210","Ckochas","Ckochas muni locator map.svg","https://commons.wikimedia.org/wiki/File:Ckochas_muni_locator_map.svg","M192031935","2026-05-15","uploaded"
"Colcha K","Potosí","Colcha K","output/locator_maps/muni-maps-final/Colcha_K_muni_locator_map.svg",2837.4,"050901","Q475470","Colcha ""K""","Colcha K muni locator map.svg","https://commons.wikimedia.org/wiki/File:Colcha_K_muni_locator_map.svg","M192031940","2026-05-15","uploaded"
"Colquechaca","Potosí","Colquechaca","output/locator_maps/muni-maps-final/Colquechaca_muni_locator_map.svg",2837.4,"050401","Q933162","Colquechaca","Colquechaca muni locator map.svg","https://commons.wikimedia.org/wiki/File:Colquechaca_muni_locator_map.svg","M192031951","2026-05-15","uploaded"
"Cotagaita","Potosí","Cotagaita","output/locator_maps/muni-maps-final/Cotagaita_muni_locator_map.svg",2837.4,"050601","Q637643","Cotagaita","Cotagaita muni locator map.svg","https://commons.wikimedia.org/wiki/File:Cotagaita_muni_locator_map.svg","M192031961","2026-05-15","uploaded"
"Llallagua","Potosí","Llallagua","output/locator_maps/muni-maps-final/Llallagua_muni_locator_map.svg",2837.4,"050203","Q624490","Llallagua","Llallagua muni locator map.svg","https://commons.wikimedia.org/wiki/File:Llallagua_muni_locator_map.svg","M192031968","2026-05-15","uploaded"
"Llica","Potosí","Llica","output/locator_maps/muni-maps-final/Llica_muni_locator_map.svg",2837.4,"051401","Q1477986","Llica","Llica muni locator map.svg","https://commons.wikimedia.org/wiki/File:Llica_muni_locator_map.svg","M192031980","2026-05-15","uploaded"
"Mojinete","Potosí","Mojinete","output/locator_maps/muni-maps-final/Mojinete_muni_locator_map.svg",2837.4,"051002","Q1783667","Mojinete","Mojinete muni locator map.svg","https://commons.wikimedia.org/wiki/File:Mojinete_muni_locator_map.svg","M192031987","2026-05-15","uploaded"
"Ocurí","Potosí","Ocurí","output/locator_maps/muni-maps-final/Ocuri_muni_locator_map.svg",2837.4,"050404","Q1784436","Ocurí","Ocurí muni locator map.svg","https://commons.wikimedia.org/wiki/File:Ocurí_muni_locator_map.svg","M192032003","2026-05-15","uploaded"
"Pocoata","Potosí","Pocoata","output/locator_maps/muni-maps-final/Pocoata_muni_locator_map.svg",2837.4,"050403","Q1477914","Pocoata","Pocoata muni locator map.svg","https://commons.wikimedia.org/wiki/File:Pocoata_muni_locator_map.svg","M192032017","2026-05-15","uploaded"
"Porco","Potosí","Porco","output/locator_maps/muni-maps-final/Porco_muni_locator_map.svg",2837.4,"051203","Q628665","Porco","Porco muni locator map.svg","https://commons.wikimedia.org/wiki/File:Porco_muni_locator_map.svg","M192032029","2026-05-15","uploaded"
"Potosí","Potosí","Potosí","output/locator_maps/muni-maps-final/Potosi_muni_locator_map.svg",2837.4,"050101","Q1335276","Potosí","Potosí muni locator map.svg","https://commons.wikimedia.org/wiki/File:Potosí_muni_locator_map.svg","M192032040","2026-05-15","uploaded"
"Puna","Potosí","Puna","output/locator_maps/muni-maps-final/Puna_muni_locator_map.svg",2837.4,"051101","Q637655","Puna","Puna muni locator map.svg","https://commons.wikimedia.org/wiki/File:Puna_muni_locator_map.svg","M192032048","2026-05-15","uploaded"
"Ravelo","Potosí","Ravelo","output/locator_maps/muni-maps-final/Ravelo_muni_locator_map.svg",2837.4,"050402","Q1477747","Ravelo","Ravelo muni locator map.svg","https://commons.wikimedia.org/wiki/File:Ravelo_muni_locator_map.svg","M192032059","2026-05-15","uploaded"
"Sacaca","Potosí","Sacaca","output/locator_maps/muni-maps-final/Sacaca_muni_locator_map.svg",2837.4,"050701","Q1477919","Sacaca","Sacaca muni locator map.svg","https://commons.wikimedia.org/wiki/File:Sacaca_muni_locator_map.svg","M192032071","2026-05-15","uploaded"
"San Agustín","Potosí","San Agustín","output/locator_maps/muni-maps-final/San_Agustin_muni_locator_map.svg",2837.4,"051601","Q1953135","San Agustín","San Agustín muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Agustín_muni_locator_map.svg","M192032082","2026-05-15","uploaded"
"San Antonio de Esmoruco","Potosí","San Antonio de Esmoruco","output/locator_maps/muni-maps-final/San_Antonio_de_Esmoruco_muni_locator_map.svg",2837.4,"051003","Q1477933","San Antonio de Esmoruco","San Antonio de Esmoruco muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Antonio_de_Esmoruco_muni_locator_map.svg","M192032091","2026-05-15","uploaded"
"San Pablo de Lípez","Potosí","San Pablo de Lípez","output/locator_maps/muni-maps-final/San_Pablo_de_Lipez_muni_locator_map.svg",2837.4,"051001","Q1477898","San Pablo","San Pablo de Lípez muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Pablo_de_Lípez_muni_locator_map.svg","M192032110","2026-05-15","uploaded"
"San Pedro de Buena Vista","Potosí","San Pedro de Buena Vista","output/locator_maps/muni-maps-final/San_Pedro_de_Buena_Vista_muni_locator_map.svg",2837.4,"050501","Q624522","San Pedro","San Pedro de Buena Vista muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Pedro_de_Buena_Vista_muni_locator_map.svg","M192032118","2026-05-15","uploaded"
"San Pedro de Quemes","Potosí","San Pedro de Quemes","output/locator_maps/muni-maps-final/San_Pedro_de_Quemes_muni_locator_map.svg",2837.4,"050902","Q540223","San Pedro de Quemes","San Pedro de Quemes muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Pedro_de_Quemes_muni_locator_map.svg","M192032130","2026-05-15","uploaded"
"Tacobamba","Potosí","Tacobamba","output/locator_maps/muni-maps-final/Tacobamba_muni_locator_map.svg",2837.4,"050303","Q637620","Tacobamba","Tacobamba muni locator map.svg","https://commons.wikimedia.org/wiki/File:Tacobamba_muni_locator_map.svg","M192032137","2026-05-15","uploaded"
"Tahua","Potosí","Tahua","output/locator_maps/muni-maps-final/Tahua_muni_locator_map.svg",2837.4,"051402","Q1477909","Tahua","Tahua muni locator map.svg","https://commons.wikimedia.org/wiki/File:Tahua_muni_locator_map.svg","M192032144","2026-05-15","uploaded"
"Tinguipaya","Potosí","Tinguipaya","output/locator_maps/muni-maps-final/Tinguipaya_muni_locator_map.svg",2837.4,"050102","Q1477957","Tinguipaya","Tinguipaya muni locator map.svg","https://commons.wikimedia.org/wiki/File:Tinguipaya_muni_locator_map.svg","M192032154","2026-05-15","uploaded"
"Tomave","Potosí","Tomave","output/locator_maps/muni-maps-final/Tomave_muni_locator_map.svg",2837.4,"051202","Q1477902","Tomave","Tomave muni locator map.svg","https://commons.wikimedia.org/wiki/File:Tomave_muni_locator_map.svg","M192032161","2026-05-15","uploaded"
"Toro Toro","Potosí","Toro Toro","output/locator_maps/muni-maps-final/Toro_Toro_muni_locator_map.svg",2837.4,"050502","Q624520","Toro Toro","Toro Toro muni locator map.svg","https://commons.wikimedia.org/wiki/File:Toro_Toro_muni_locator_map.svg","M192032177","2026-05-15","uploaded"
"Tupiza","Potosí","Tupiza","output/locator_maps/muni-maps-final/Tupiza_muni_locator_map.svg",2837.4,"050801","Q1477662","Tupiza","Tupiza muni locator map.svg","https://commons.wikimedia.org/wiki/File:Tupiza_muni_locator_map.svg","M192032187","2026-05-15","uploaded"
"Uncía","Potosí","Uncía","output/locator_maps/muni-maps-final/Uncia_muni_locator_map.svg",2837.4,"050201","Q624485","Uncía","Uncía muni locator map.svg","https://commons.wikimedia.org/wiki/File:Uncía_muni_locator_map.svg","M192032203","2026-05-15","uploaded"
"Urmiri","Potosí","Urmiri","output/locator_maps/muni-maps-final/Urmiri_muni_locator_map.svg",2837.4,"050104","Q1478062","Urmiri","Urmiri muni locator map.svg","https://commons.wikimedia.org/wiki/File:Urmiri_muni_locator_map.svg","M192032224","2026-05-15","uploaded"
"Uyuni","Potosí","Uyuni","output/locator_maps/muni-maps-final/Uyuni_muni_locator_map.svg",2837.4,"051201","Q1478014","Uyuni","Uyuni muni locator map.svg","https://commons.wikimedia.org/wiki/File:Uyuni_muni_locator_map.svg","M192032239","2026-05-15","uploaded"
"Villazón","Potosí","Villazón","output/locator_maps/muni-maps-final/Villazon_muni_locator_map.svg",2837.4,"051501","Q15835839","Villazón","Villazón muni locator map.svg","https://commons.wikimedia.org/wiki/File:Villazón_muni_locator_map.svg","M192032249","2026-05-15","uploaded"
"Vitichi","Potosí","Vitichi","output/locator_maps/muni-maps-final/Vitichi_muni_locator_map.svg",2837.4,"050602","Q1533308","Vitiche","Vitichi muni locator map.svg","https://commons.wikimedia.org/wiki/File:Vitichi_muni_locator_map.svg","M192032260","2026-05-15","uploaded"
"Yocalla","Potosí","Yocalla","output/locator_maps/muni-maps-final/Yocalla_muni_locator_map.svg",2837.4,"050103","Q1477980","Yocalla","Yocalla muni locator map.svg","https://commons.wikimedia.org/wiki/File:Yocalla_muni_locator_map.svg","M192032275","2026-05-15","uploaded"
"Ascensión de Guarayos","Santa Cruz","Ascensión de Guarayos","output/locator_maps/muni-maps-final/Ascension_de_Guarayos_muni_locator_map.svg",2837.4,"071501","Q721682","Ascención de Guarayos","Ascensión de Guarayos muni locator map.svg","https://commons.wikimedia.org/wiki/File:Ascensión_de_Guarayos_muni_locator_map.svg","M192032285","2026-05-15","uploaded"
"Boyuibe","Santa Cruz","Boyuibe","output/locator_maps/muni-maps-final/Boyuibe_muni_locator_map.svg",2837.4,"070707","Q515092","Boyuibe","Boyuibe muni locator map.svg","https://commons.wikimedia.org/wiki/File:Boyuibe_muni_locator_map.svg","M192032294","2026-05-15","uploaded"
"Buena Vista","Santa Cruz","Buena Vista","output/locator_maps/muni-maps-final/Buena_Vista_muni_locator_map.svg",2837.4,"070401","Q1001757","Buena Vista","Buena Vista muni locator map.svg","https://commons.wikimedia.org/wiki/File:Buena_Vista_muni_locator_map.svg","M192032301","2026-05-15","uploaded"
"Cabezas","Santa Cruz","Cabezas","output/locator_maps/muni-maps-final/Cabezas_muni_locator_map.svg",2837.4,"070703","Q1024796","Cabezas","Cabezas muni locator map.svg","https://commons.wikimedia.org/wiki/File:Cabezas_muni_locator_map.svg","M192032310","2026-05-15","uploaded"
"Camiri","Santa Cruz","Camiri","output/locator_maps/muni-maps-final/Camiri_muni_locator_map.svg",2837.4,"070706","Q1029614","Camiri","Camiri muni locator map.svg","https://commons.wikimedia.org/wiki/File:Camiri_muni_locator_map.svg","M192032325","2026-05-15","uploaded"
"Charagua","Santa Cruz","Charagua","output/locator_maps/muni-maps-final/Charagua_muni_locator_map.svg",2837.4,"070702","Q598031","Charagua","Charagua muni locator map.svg","https://commons.wikimedia.org/wiki/File:Charagua_muni_locator_map.svg","M192032339","2026-05-15","uploaded"
"Colpa Bélgica","Santa Cruz","Colpa Bélgica","output/locator_maps/muni-maps-final/Colpa_Belgica_muni_locator_map.svg",2837.4,"070603","Q1108206","Colpa Bélgica","Colpa Bélgica muni locator map.svg","https://commons.wikimedia.org/wiki/File:Colpa_Bélgica_muni_locator_map.svg","M192032352","2026-05-15","uploaded"
"Comarapa","Santa Cruz","Comarapa","output/locator_maps/muni-maps-final/Comarapa_muni_locator_map.svg",2837.4,"071301","Q1108148","Comarapa","Comarapa muni locator map.svg","https://commons.wikimedia.org/wiki/File:Comarapa_muni_locator_map.svg","M192032397","2026-05-15","uploaded"
"Concepción","Santa Cruz","Concepción","output/locator_maps/muni-maps-final/Concepcion_muni_locator_map.svg",2837.4,"071101","Q285010","Concepción","Concepción muni locator map.svg","https://commons.wikimedia.org/wiki/File:Concepción_muni_locator_map.svg","M192032413","2026-05-15","uploaded"
"Cotoca","Santa Cruz","Cotoca","output/locator_maps/muni-maps-final/Cotoca_muni_locator_map.svg",2837.4,"070102","Q603654","Cotoca","Cotoca muni locator map.svg","https://commons.wikimedia.org/wiki/File:Cotoca_muni_locator_map.svg","M192032425","2026-05-15","uploaded"
"Cuatro Cañadas","Santa Cruz","Cuatro Cañadas","output/locator_maps/muni-maps-final/Cuatro_Canadas_muni_locator_map.svg",2837.4,"071106","Q1108252","Cuatro Cañadas","Cuatro Cañadas muni locator map.svg","https://commons.wikimedia.org/wiki/File:Cuatro_Cañadas_muni_locator_map.svg","M192032436","2026-05-15","uploaded"
"Cuevo","Santa Cruz","Cuevo","output/locator_maps/muni-maps-final/Cuevo_muni_locator_map.svg",2837.4,"070704","Q1107950","Cuevo","Cuevo muni locator map.svg","https://commons.wikimedia.org/wiki/File:Cuevo_muni_locator_map.svg","M192032448","2026-05-15","uploaded"
"El Carmen Rivero Tórrez","Santa Cruz","El Carmen Rivero Tórrez","output/locator_maps/muni-maps-final/El_Carmen_Rivero_Torrez_muni_locator_map.svg",2837.4,"071403","Q1108271","El Carmen Rivero Tórrez","El Carmen Rivero Tórrez muni locator map.svg","https://commons.wikimedia.org/wiki/File:El_Carmen_Rivero_Tórrez_muni_locator_map.svg","M192032460","2026-05-15","uploaded"
"El Puente","Santa Cruz","El Puente","output/locator_maps/muni-maps-final/El_Puente_(Santa_Cruz)_muni_locator_map.svg",2837.4,"071503","Q1108311","El Puente","El Puente (Santa Cruz) muni locator map.svg","https://commons.wikimedia.org/wiki/File:El_Puente_(Santa_Cruz)_muni_locator_map.svg","M192032473","2026-05-15","uploaded"
"El Torno","Santa Cruz","El Torno","output/locator_maps/muni-maps-final/El_Torno_muni_locator_map.svg",2837.4,"070105","Q1108171","El Torno","El Torno muni locator map.svg","https://commons.wikimedia.org/wiki/File:El_Torno_muni_locator_map.svg","M192032487","2026-05-15","uploaded"
"Fernández Alonso","Santa Cruz","Fernández Alonso","output/locator_maps/muni-maps-final/Fernandez_Alonso_muni_locator_map.svg",2837.4,"071004","Q371664","Fernández Alonso","Fernández Alonso muni locator map.svg","https://commons.wikimedia.org/wiki/File:Fernández_Alonso_muni_locator_map.svg","M192032509","2026-05-15","uploaded"
"General Saavedra","Santa Cruz","General Saavedra","output/locator_maps/muni-maps-final/General_Saavedra_muni_locator_map.svg",2837.4,"071002","Q993949","General Saavedra","General Saavedra muni locator map.svg","https://commons.wikimedia.org/wiki/File:General_Saavedra_muni_locator_map.svg","M192032521","2026-05-15","uploaded"
"Gutiérrez","Santa Cruz","Gutiérrez","output/locator_maps/muni-maps-final/Gutierrez_muni_locator_map.svg",2837.4,"070705","Q1108247","Gutiérrez","Gutiérrez muni locator map.svg","https://commons.wikimedia.org/wiki/File:Gutiérrez_muni_locator_map.svg","M192032533","2026-05-15","uploaded"
"La Guardia","Santa Cruz","La Guardia","output/locator_maps/muni-maps-final/La_Guardia_muni_locator_map.svg",2837.4,"070104","Q1107940","La Guardia","La Guardia muni locator map.svg","https://commons.wikimedia.org/wiki/File:La_Guardia_muni_locator_map.svg","M192032558","2026-05-15","uploaded"
"Lagunillas","Santa Cruz","Lagunillas","output/locator_maps/muni-maps-final/Lagunillas_muni_locator_map.svg",2837.4,"070701","Q1108235","Lagunillas","Lagunillas muni locator map.svg","https://commons.wikimedia.org/wiki/File:Lagunillas_muni_locator_map.svg","M192032576","2026-05-15","uploaded"
"Mairana","Santa Cruz","Mairana","output/locator_maps/muni-maps-final/Mairana_muni_locator_map.svg",2837.4,"070903","Q1108209","Mairana","Mairana muni locator map.svg","https://commons.wikimedia.org/wiki/File:Mairana_muni_locator_map.svg","M192032657","2026-05-15","uploaded"
"Mineros","Santa Cruz","Mineros","output/locator_maps/muni-maps-final/Mineros_muni_locator_map.svg",2837.4,"071003","Q1153550","Mineros","Mineros muni locator map.svg","https://commons.wikimedia.org/wiki/File:Mineros_muni_locator_map.svg","M192032669","2026-05-15","uploaded"
"Montero","Santa Cruz","Montero","output/locator_maps/muni-maps-final/Montero_muni_locator_map.svg",2837.4,"071001","Q1531921","Montero","Montero muni locator map.svg","https://commons.wikimedia.org/wiki/File:Montero_muni_locator_map.svg","M192032676","2026-05-15","uploaded"
"Moro Moro","Santa Cruz","Moro Moro","output/locator_maps/muni-maps-final/Moro_Moro_muni_locator_map.svg",2837.4,"070803","Q1107963","Moromoro","Moro Moro muni locator map.svg","https://commons.wikimedia.org/wiki/File:Moro_Moro_muni_locator_map.svg","M192032689","2026-05-15","uploaded"
"Okinawa Uno","Santa Cruz","Okinawa Uno","output/locator_maps/muni-maps-final/Okinawa_Uno_muni_locator_map.svg",2837.4,"070202","Q1108266","Okinawa Uno","Okinawa Uno muni locator map.svg","https://commons.wikimedia.org/wiki/File:Okinawa_Uno_muni_locator_map.svg","M192032700","2026-05-15","uploaded"
"Pailón","Santa Cruz","Pailón","output/locator_maps/muni-maps-final/Pailon_muni_locator_map.svg",2837.4,"070502","Q1108279","Pailón","Pailón muni locator map.svg","https://commons.wikimedia.org/wiki/File:Pailón_muni_locator_map.svg","M192032708","2026-05-15","uploaded"
"Pampagrande","Santa Cruz","Pampagrande","output/locator_maps/muni-maps-final/Pampagrande_muni_locator_map.svg",2837.4,"070902","Q1108240","Pampa Grande","Pampagrande muni locator map.svg","https://commons.wikimedia.org/wiki/File:Pampagrande_muni_locator_map.svg","M192032721","2026-05-15","uploaded"
"Porongo","Santa Cruz","Porongo","output/locator_maps/muni-maps-final/Porongo_muni_locator_map.svg",2837.4,"070103","Q1108169","Porongo","Porongo muni locator map.svg","https://commons.wikimedia.org/wiki/File:Porongo_muni_locator_map.svg","M192032735","2026-05-15","uploaded"
"Portachuelo","Santa Cruz","Portachuelo","output/locator_maps/muni-maps-final/Portachuelo_muni_locator_map.svg",2837.4,"070601","Q1476470","Portachuelo","Portachuelo muni locator map.svg","https://commons.wikimedia.org/wiki/File:Portachuelo_muni_locator_map.svg","M192032746","2026-05-15","uploaded"
"Postrervalle","Santa Cruz","Postrervalle","output/locator_maps/muni-maps-final/Postrervalle_muni_locator_map.svg",2837.4,"070804","Q918680","Postrervalle","Postrervalle muni locator map.svg","https://commons.wikimedia.org/wiki/File:Postrervalle_muni_locator_map.svg","M192032758","2026-05-15","uploaded"
