mesa_code,mesa_number,registered,country_code,country_name,dept_code,dept_name,prov_code,prov_name,mun_code,mun_name,localidad_code,localidad_name,recinto_code,recinto_name,AP,LyP_ADN,APB_SUMATE,LIBRE,FP,MAS_IPSP,UNIDAD,PDC,valid_votes,blank_votes,null_votes,votes_cast
5019551,1,156,32,BOLIVIA,5,Potosí,11,José María Linares,1,Puna,3392,Vilamani,1,U.E. Vilamani,35,0,1,3,6,7,5,51,108,4,27,139
5019561,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,1,Puna,4255,Cala Cala,25939,U. E. Marcelino Aguirre,17,3,2,9,1,7,4,72,115,28,60,203
5019571,2,76,32,BOLIVIA,5,Potosí,11,José María Linares,1,Puna,4255,Cala Cala,25939,U. E. Marcelino Aguirre,2,1,4,2,5,2,4,26,46,6,14,66
5019581,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1768,Caiza  D,357,Normal Rural Caiza D,18,2,4,28,6,10,13,96,177,8,30,215
5019591,2,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1768,Caiza  D,357,Normal Rural Caiza D,17,2,5,23,0,4,12,82,145,13,50,208
5019601,3,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1768,Caiza  D,357,Normal Rural Caiza D,17,5,6,32,0,10,6,93,169,7,46,222
5019611,4,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1768,Caiza  D,357,Normal Rural Caiza D,24,3,6,35,1,4,13,91,177,9,36,222
5019621,5,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1768,Caiza  D,357,Normal Rural Caiza D,13,1,15,26,3,6,19,74,157,11,43,211
5019631,6,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1768,Caiza  D,357,Normal Rural Caiza D,16,5,9,22,4,10,17,83,166,10,37,213
5019641,7,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1768,Caiza  D,357,Normal Rural Caiza D,13,1,3,23,2,10,8,100,160,11,39,210
5019651,8,20,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1768,Caiza  D,357,Normal Rural Caiza D,3,0,1,2,0,0,0,10,16,1,3,20
5019661,1,214,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1769,Pancochi,366,U.E. Pancochi,16,4,6,7,10,8,9,25,85,23,52,160
5019671,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1770,Tuctapari,358,Esc. Tuctapari,15,4,6,14,4,5,13,98,159,15,43,217
5019681,2,47,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1770,Tuctapari,358,Esc. Tuctapari,7,0,2,1,1,1,2,15,29,2,10,41
5019691,1,171,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1771,Caltapi Puncu,359,U. E. Caltapi Puncu,9,0,9,17,5,4,12,56,112,11,36,159
5019701,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1772,Cuchu Ingenio,360,Col. Franz Tamayo,11,1,8,24,2,3,13,123,185,6,36,227
5019711,2,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1772,Cuchu Ingenio,360,Col. Franz Tamayo,21,0,4,38,1,6,7,102,179,10,32,221
5019721,3,167,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1772,Cuchu Ingenio,360,Col. Franz Tamayo,7,4,2,22,3,2,7,88,135,7,13,155
5019731,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1774,La Lava,362,U.E. 21 de Septiembre de la Lava,16,1,2,17,4,11,7,96,154,18,40,212
5019741,2,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1774,La Lava,362,U.E. 21 de Septiembre de la Lava,12,3,4,19,4,14,5,92,153,3,54,210
5019751,3,25,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1774,La Lava,362,U.E. 21 de Septiembre de la Lava,2,0,2,1,1,0,0,13,19,2,2,23
5019761,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1775,Hornos,363,Esc. Hornos,20,6,5,7,5,17,5,72,137,23,50,210
5019771,2,98,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",1775,Hornos,363,Esc. Hornos,6,1,0,1,3,5,2,29,47,8,29,84
5019781,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",2834,Chillma,473,U.E. San Bartolome,6,5,5,3,2,6,3,115,145,21,53,219
5019791,2,116,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",2834,Chillma,473,U.E. San Bartolome,6,3,8,5,1,1,1,44,69,12,24,105
5019801,1,188,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",2922,Fragua,507,U.E. Fragua,54,0,3,5,1,3,3,33,102,5,64,171
5019811,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",2923,Tres Cruces Garnica,508,U.E. Mcal. Antonio Jose De Sucre De Tres Cruces,9,2,2,8,2,2,1,99,125,15,78,218
5019821,2,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",2923,Tres Cruces Garnica,508,U.E. Mcal. Antonio Jose De Sucre De Tres Cruces,12,2,12,6,1,5,7,84,129,10,65,204
5019831,3,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",2923,Tres Cruces Garnica,508,U.E. Mcal. Antonio Jose De Sucre De Tres Cruces,16,0,3,7,1,4,4,81,116,6,85,207
5019841,4,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",2923,Tres Cruces Garnica,508,U.E. Mcal. Antonio Jose De Sucre De Tres Cruces,15,0,2,6,1,4,1,79,108,11,86,205
5019851,5,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",2923,Tres Cruces Garnica,508,U.E. Mcal. Antonio Jose De Sucre De Tres Cruces,20,1,2,8,3,2,4,84,124,7,79,210
5019861,6,240,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",2923,Tres Cruces Garnica,508,U.E. Mcal. Antonio Jose De Sucre De Tres Cruces,22,1,5,7,1,4,6,97,143,9,64,216
5019871,7,74,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",2923,Tres Cruces Garnica,508,U.E. Mcal. Antonio Jose De Sucre De Tres Cruces,5,1,0,1,2,0,0,31,40,7,20,67
5019881,1,99,32,BOLIVIA,5,Potosí,11,José María Linares,2,"Caiza ""D""",3043,Palca Cancha,532,Esc. Palca Cancha,9,0,1,11,4,6,4,29,64,7,18,89
5019891,1,144,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1757,Turuchipa,346,Esc. Jose Ma.Linares,18,5,12,18,8,7,10,21,99,3,21,123
5019901,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1758,Chejchi,347,Esc. Seccional,28,0,4,3,1,3,5,21,65,12,144,221
5019911,2,240,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1758,Chejchi,347,Esc. Seccional,29,4,5,0,9,4,2,17,70,16,118,204
5019921,3,111,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1758,Chejchi,347,Esc. Seccional,15,0,1,0,1,0,1,9,27,14,61,102
5019931,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1759,Mojon Ckasa,348,Esc. De Mojon Ckasa,21,3,4,1,4,4,2,43,82,15,107,204
5019941,2,230,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1759,Mojon Ckasa,348,Esc. De Mojon Ckasa,19,1,6,3,9,4,3,25,70,18,116,204
5019951,1,71,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1761,Esquiri,350,U. E. 6 de Agosto,10,1,5,5,1,2,0,26,50,6,9,65
5019961,1,222,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1762,Calapaya,351,Esc. De Calapaya,21,5,8,4,3,5,3,47,96,32,68,196
5019971,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1763,Ckochas,352,U. E. 20 de Enero de Ckochas  A,44,1,5,9,4,9,5,54,131,9,73,213
5019981,2,240,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1763,Ckochas,352,U. E. 20 de Enero de Ckochas  A,24,0,5,2,7,3,6,69,116,13,80,209
5019991,3,240,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1763,Ckochas,352,U. E. 20 de Enero de Ckochas  A,34,1,8,10,6,2,1,50,112,15,80,207
5020001,4,170,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1763,Ckochas,352,U. E. 20 de Enero de Ckochas  A,14,5,1,5,4,4,4,47,84,8,49,141
5020011,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1764,Keluyo,353,U.E. Keluyo,45,0,7,5,6,1,3,28,95,19,87,201
5020021,2,142,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1764,Keluyo,353,U.E. Keluyo,19,1,1,2,1,1,1,27,53,17,51,121
5020031,1,232,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,1765,Melena Alta,354,U.E. Franz Tamayo,15,1,3,8,4,2,6,39,78,6,128,212
5020041,1,185,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,2832,Huayllajara,472,U.E. Manuel Ascencio Padilla,58,2,1,0,2,0,2,66,131,4,41,176
5020051,1,75,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,2921,San Pedro,506,Esc. San Pedro de Esquiri,11,0,2,2,1,1,0,10,27,3,28,58
5020061,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3041,Media Luna,529,Esc. Media Luna,23,0,6,1,1,4,0,16,51,33,113,197
5020071,2,31,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3041,Media Luna,529,Esc. Media Luna,6,0,0,0,2,0,1,1,10,5,12,27
5020081,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3087,Seocochi,530,Esc. Seucochi,19,3,7,2,5,4,1,8,49,16,139,204
5020091,2,165,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3087,Seocochi,530,Esc. Seucochi,10,0,1,2,4,2,3,11,33,14,102,149
5020101,1,113,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3151,Suchina Baja,564,U.E. Suchina,20,1,2,1,8,5,1,9,47,16,30,93
5020111,1,196,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3152,Terma Cruz Kasa,565,U.E. Alejandro Coronado,33,4,7,9,7,4,2,66,132,3,48,183
5020121,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3217,Oronckota,583,U.E. Eusebio Baltazar Flores,24,3,4,4,3,4,0,60,102,18,90,210
5020131,2,84,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3217,Oronckota,583,U.E. Eusebio Baltazar Flores,5,1,1,2,4,2,1,20,36,5,34,75
5020141,1,133,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3273,Capellani,1,U.E. Capellani,31,4,0,1,6,0,1,20,63,14,35,112
5020151,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3275,Uyuni,1,Esc. Seccional Uyuni,46,1,4,4,7,4,2,29,97,15,93,205
5020161,2,27,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3275,Uyuni,1,Esc. Seccional Uyuni,11,0,1,0,0,1,0,2,15,1,8,24
5020171,1,85,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3329,Carpa Huata,1,U.E. Carpa Huata,5,3,5,1,2,7,1,7,31,4,35,70
5020181,1,162,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3504,Lajas,1,U.E. Lajas,13,0,4,3,0,2,2,9,33,12,104,149
5020191,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3936,Rodeo Pampa,1,U.E. Rodeo Pampa,27,3,5,8,7,5,0,24,79,24,109,212
5020201,2,32,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,3936,Rodeo Pampa,1,U.E. Rodeo Pampa,6,0,0,0,1,0,1,3,11,4,13,28
5020211,1,240,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,4617,Marcavi,32397,U. E. Concepción de Marcavi,39,3,7,16,13,9,8,51,146,18,43,207
5020221,2,57,32,BOLIVIA,5,Potosí,11,José María Linares,3,Ckochas,4617,Marcavi,32397,U. E. Concepción de Marcavi,12,0,1,9,5,1,1,14,43,4,10,57
5020231,1,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25493,U.E. Juana Azurduy De Padilla,8,3,7,51,5,4,15,87,180,5,20,205
5020241,2,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25493,U.E. Juana Azurduy De Padilla,8,3,6,49,1,1,15,91,174,3,28,205
5020251,3,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25493,U.E. Juana Azurduy De Padilla,10,3,10,36,0,3,7,87,156,4,36,196
5020261,4,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25493,U.E. Juana Azurduy De Padilla,8,3,9,48,3,4,21,86,182,6,16,204
5020271,5,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25493,U.E. Juana Azurduy De Padilla,7,4,5,33,0,4,22,92,167,4,33,204
5020281,6,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25493,U.E. Juana Azurduy De Padilla,9,4,8,40,2,5,14,98,180,2,22,204
5020291,7,214,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25493,U.E. Juana Azurduy De Padilla,12,2,13,32,1,4,20,63,147,1,24,172
5020301,1,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31130,U.E. Antofagasta,11,9,5,34,0,2,7,69,137,2,28,167
5020311,2,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31130,U.E. Antofagasta,13,5,10,32,6,3,13,81,163,5,32,200
5020321,3,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31130,U.E. Antofagasta,18,5,7,30,0,5,20,82,167,7,28,202
5020331,4,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31130,U.E. Antofagasta,6,3,10,50,1,4,16,86,176,3,20,199
5020341,5,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31130,U.E. Antofagasta,16,5,10,45,0,5,11,77,169,4,28,201
5020351,6,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31130,U.E. Antofagasta,12,5,1,43,2,4,12,86,165,6,35,206
5020361,7,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31130,U.E. Antofagasta,10,4,4,29,2,5,10,97,161,4,33,198
5020371,8,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31130,U.E. Antofagasta,10,4,11,28,1,4,19,76,153,3,14,170
5020381,9,192,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31130,U.E. Antofagasta,6,1,9,29,0,3,10,49,107,3,17,127
5020391,1,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31131,U.E. Aniceto Arce  A,8,7,10,34,4,7,20,76,166,5,29,200
5020401,2,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31131,U.E. Aniceto Arce  A,11,4,12,38,2,2,12,87,168,4,30,202
5020411,3,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31131,U.E. Aniceto Arce  A,18,2,6,39,2,0,18,98,183,2,36,221
5020421,4,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31131,U.E. Aniceto Arce  A,11,4,10,35,1,4,14,86,165,7,36,208
5020431,5,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31131,U.E. Aniceto Arce  A,17,5,17,45,2,2,20,69,177,1,35,213
5020441,6,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31131,U.E. Aniceto Arce  A,11,6,9,50,0,2,22,88,188,4,26,218
5020451,7,28,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,31131,U.E. Aniceto Arce  A,5,0,0,3,0,0,1,9,18,0,9,27
5020461,1,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,371,U.E. Jaime De Zudañes,11,3,3,44,1,3,17,91,173,7,32,212
5020471,2,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,371,U.E. Jaime De Zudañes,11,3,5,42,1,4,14,82,162,3,29,194
5020481,3,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,371,U.E. Jaime De Zudañes,12,1,4,36,2,3,12,102,172,6,34,212
5020491,4,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,371,U.E. Jaime De Zudañes,9,2,5,29,2,3,12,95,157,3,47,207
5020501,5,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,371,U.E. Jaime De Zudañes,6,7,11,33,0,7,12,91,167,2,40,209
5020511,6,164,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,371,U.E. Jaime De Zudañes,11,7,5,29,2,1,10,67,132,3,20,155
5020521,1,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,574,U.E. Antonio Quijarro,14,3,13,31,4,6,17,92,180,4,33,217
5020531,2,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,574,U.E. Antonio Quijarro,13,3,9,31,1,8,6,100,171,3,38,212
5020541,3,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,574,U.E. Antonio Quijarro,15,6,10,33,0,3,19,94,180,3,30,213
5020551,4,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,574,U.E. Antonio Quijarro,14,1,10,40,4,3,6,88,166,7,35,208
5020561,5,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,574,U.E. Antonio Quijarro,15,4,8,27,0,3,11,107,175,3,35,213
5020571,6,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,574,U.E. Antonio Quijarro,20,3,7,29,2,2,19,85,167,4,43,214
5020581,7,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,574,U.E. Antonio Quijarro,13,3,7,43,4,2,17,88,177,3,32,212
5020591,8,228,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,574,U.E. Antonio Quijarro,12,5,6,34,1,7,16,83,164,4,27,195
5020601,1,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25492,U.E. Miraflores,7,5,8,23,0,1,12,103,159,3,38,200
5020611,2,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25492,U.E. Miraflores,11,5,8,20,1,1,12,98,156,2,49,207
5020621,3,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25492,U.E. Miraflores,8,5,7,28,2,5,14,107,176,4,33,213
5020631,4,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25492,U.E. Miraflores,11,1,3,28,4,6,13,86,152,7,46,205
5020641,5,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25492,U.E. Miraflores,11,5,5,29,1,3,11,103,168,2,39,209
5020651,6,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25492,U.E. Miraflores,15,1,9,33,3,3,12,105,181,4,29,214
5020661,7,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25492,U.E. Miraflores,12,4,5,18,3,5,18,86,151,8,49,208
5020671,8,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25492,U.E. Miraflores,15,1,10,29,2,6,10,93,166,5,38,209
5020681,9,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25492,U.E. Miraflores,16,4,8,27,3,4,16,89,167,4,38,209
5020691,10,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25492,U.E. Miraflores,13,1,5,29,0,3,15,103,169,3,26,198
5020701,11,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25492,U.E. Miraflores,12,1,5,21,3,5,12,102,161,3,37,201
5020711,12,136,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,25492,U.E. Miraflores,6,3,3,16,2,2,10,53,95,3,18,116
5020721,1,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,368,U.E. Uyuni A,12,5,9,33,4,4,17,94,178,7,26,211
5020731,2,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,368,U.E. Uyuni A,16,3,8,42,2,3,11,79,164,1,39,204
5020741,3,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,368,U.E. Uyuni A,19,3,3,43,3,4,11,89,175,3,32,210
5020751,4,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,368,U.E. Uyuni A,14,1,7,38,1,6,12,92,171,4,34,209
5020761,5,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,368,U.E. Uyuni A,8,3,9,32,2,5,14,96,169,8,31,208
5020771,6,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,368,U.E. Uyuni A,13,3,12,41,1,6,14,92,182,2,31,215
5020781,7,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,368,U.E. Uyuni A,8,4,13,46,3,2,19,88,183,2,30,215
5020791,8,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,368,U.E. Uyuni A,15,0,16,48,1,5,21,76,182,1,25,208
5020801,9,149,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,368,U.E. Uyuni A,1,1,9,35,1,3,11,43,104,8,25,137
5020811,1,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,369,U.E. Potosi,9,3,10,29,2,4,10,92,159,3,35,197
5020821,2,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,369,U.E. Potosi,15,4,6,28,2,5,7,97,164,6,36,206
5020831,3,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,369,U.E. Potosi,17,3,8,27,4,3,8,89,159,4,38,201
5020841,4,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,369,U.E. Potosi,11,1,3,30,1,4,16,99,165,6,39,210
5020851,5,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,369,U.E. Potosi,15,4,10,30,5,6,9,96,175,7,27,209
5020861,6,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,369,U.E. Potosi,3,3,11,33,4,2,8,108,172,2,39,213
5020871,7,246,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,369,U.E. Potosi,13,2,8,26,2,3,11,88,153,9,42,204
5020881,1,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,367,U.A.T.F. Carrera de Economía Sede Uyuni,9,4,8,43,0,5,14,85,168,8,40,216
5020891,2,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,367,U.A.T.F. Carrera de Economía Sede Uyuni,18,2,5,25,4,3,9,94,160,3,44,207
5020901,3,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,367,U.A.T.F. Carrera de Economía Sede Uyuni,24,4,11,30,0,2,18,76,165,9,39,213
5020911,4,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,367,U.A.T.F. Carrera de Economía Sede Uyuni,18,2,7,31,1,4,11,91,165,6,42,213
5020921,5,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,367,U.A.T.F. Carrera de Economía Sede Uyuni,12,4,13,29,5,5,9,82,159,12,46,217
5020931,6,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,367,U.A.T.F. Carrera de Economía Sede Uyuni,13,8,6,30,6,4,13,75,155,7,54,216
5020941,7,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,367,U.A.T.F. Carrera de Economía Sede Uyuni,19,6,6,37,6,1,14,77,166,4,38,208
5020951,8,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,367,U.A.T.F. Carrera de Economía Sede Uyuni,14,1,17,36,3,3,11,88,173,2,34,209
5020961,9,200,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,367,U.A.T.F. Carrera de Economía Sede Uyuni,16,3,6,29,2,3,10,72,141,5,40,186
5020971,1,144,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1778,Uyuni,26494,(Cárcel) Centro de Readaptación Productiva Uyuni,16,0,0,6,3,2,7,33,67,8,52,127
5020981,1,227,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1779,Cerdas,372,U.E. Mariscal De Ayacucho,8,3,5,6,7,6,5,61,101,26,74,201
5020991,1,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1780,Coroma,373,U.E. Katarina Krsul,13,3,7,9,9,11,3,100,155,9,49,213
5021001,2,240,32,BOLIVIA,5,Potosí,12,Antonio Quijarro,1,Uyuni,1780,Coroma,373,U.E. Katarina Krsul,16,5,4,6,12,9,3,96,151,17,53,221
