CodigoMesa,Descripcion,CodigoPais,NombrePais,CodigoDepartamento,NombreDepartamento,CodigoCircunscripcionU,CodigoCircunscripcionE,CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,NumeroMesa,InscritosHabilitados,Voto1,Voto2,Voto3,Voto4,Voto5,Voto6,Voto7,Voto8,Voto9,Voto10,Voto11,Voto12,VotoValido,VotoBlanco,VotoNuloDirecto,VotoNuloDeclinacion,TotalVotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal
2045291,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,101,U.E. Villa Tunari,21,240,5,1,5,0,18,5,7,0,24,80,0,0,145,46,31,0,31,222,145,222
2045301,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,101,U.E. Villa Tunari,22,240,16,0,1,0,32,3,7,0,14,72,0,0,145,43,39,1,40,228,145,228
2045311,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,101,U.E. Villa Tunari,23,240,10,3,4,0,18,3,5,0,16,84,0,0,143,45,37,1,38,226,143,226
2045321,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,101,U.E. Villa Tunari,24,240,8,5,3,0,31,5,6,0,23,76,0,0,157,43,25,0,25,225,157,225
2045331,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,101,U.E. Villa Tunari,25,240,13,5,7,0,12,12,7,0,17,84,0,0,157,37,32,0,32,226,157,226
2045341,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,101,U.E. Villa Tunari,26,240,12,2,2,0,12,8,9,0,23,81,0,0,149,47,32,0,32,228,149,228
2045351,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,101,U.E. Villa Tunari,27,240,11,6,1,0,13,3,4,0,21,93,0,0,152,51,23,0,23,226,152,226
2045361,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,101,U.E. Villa Tunari,28,240,10,4,3,0,14,5,6,0,15,89,0,0,146,52,25,0,25,223,146,223
2045371,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,101,U.E. Villa Tunari,29,240,11,3,1,0,11,5,10,0,8,75,0,0,124,50,40,0,40,214,124,214
2045381,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,101,U.E. Villa Tunari,30,240,13,3,0,0,17,10,5,0,20,87,0,0,155,41,25,0,25,221,155,221
2045391,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,101,U.E. Villa Tunari,31,240,10,6,2,0,18,2,7,0,12,91,0,0,148,39,34,0,34,221,148,221
2045401,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,101,U.E. Villa Tunari,32,172,9,3,2,0,17,5,6,0,14,66,0,0,122,22,20,0,20,164,122,164
2045411,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,25603,U.E. Mariscal de Zepita,1,240,9,5,3,0,16,8,13,0,12,94,0,0,160,33,26,1,27,220,160,220
2045421,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,25603,U.E. Mariscal de Zepita,2,240,15,7,2,0,24,2,3,0,16,94,0,0,163,24,29,0,29,216,163,216
2045431,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,25603,U.E. Mariscal de Zepita,3,240,13,9,5,0,30,8,5,0,11,90,0,0,171,23,20,1,21,215,171,215
2045441,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,25603,U.E. Mariscal de Zepita,4,240,13,4,3,0,19,5,6,0,24,84,0,0,158,24,32,1,33,215,158,215
2045451,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,25603,U.E. Mariscal de Zepita,5,240,9,4,2,0,21,7,1,0,17,88,0,0,149,37,28,0,28,214,149,214
2045461,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,25603,U.E. Mariscal de Zepita,6,240,9,8,9,0,24,3,2,0,17,74,0,0,146,43,25,0,25,214,146,214
2045471,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,25603,U.E. Mariscal de Zepita,7,240,15,3,4,0,34,4,5,0,22,72,0,0,159,29,26,0,26,214,159,214
2045481,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,25603,U.E. Mariscal de Zepita,8,243,4,5,5,0,14,7,3,0,14,93,0,0,145,33,31,0,31,209,145,209
2045491,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,1,240,13,7,3,0,29,3,6,0,25,83,0,0,169,33,22,0,22,224,169,224
2045501,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,2,240,9,6,2,0,25,6,6,0,30,89,0,0,173,31,18,0,18,222,173,222
2045511,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,3,240,8,6,1,0,28,8,10,0,28,75,0,0,164,36,16,0,16,216,164,216
2045521,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,4,240,10,4,5,0,26,8,3,0,16,95,0,0,167,33,20,0,20,220,167,220
2045531,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,5,240,11,2,4,0,26,9,3,0,20,87,0,0,162,32,18,0,18,212,162,212
2045541,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,6,240,10,5,3,0,19,7,4,0,23,76,0,0,147,43,35,0,35,225,147,225
2045551,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,7,240,13,5,10,0,21,8,5,0,22,72,0,0,156,37,28,0,28,221,156,221
2045561,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,8,240,9,4,3,0,15,8,6,0,13,68,0,0,126,47,35,0,35,208,126,208
2045571,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,9,240,12,6,5,0,33,2,5,0,14,76,0,0,153,42,23,0,23,218,153,218
2045581,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,10,240,11,4,2,0,16,6,12,0,16,88,0,0,155,33,37,0,37,225,155,225
2045591,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,11,240,11,4,0,0,27,7,7,0,17,68,0,0,141,41,36,0,36,218,141,218
2045601,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,12,240,13,4,1,0,16,7,13,0,12,88,0,0,154,30,44,0,44,228,154,228
2045611,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,13,240,8,6,2,0,15,8,5,0,16,89,0,0,149,45,31,0,31,225,149,225
2045621,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,14,240,19,2,12,0,18,12,4,0,14,75,0,0,156,34,23,1,24,214,156,214
2045631,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,15,240,13,4,4,0,13,5,9,0,28,84,0,0,160,26,34,0,34,220,160,220
2045641,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,16,240,10,3,5,0,21,6,11,0,17,77,0,0,150,48,25,0,25,223,150,223
2045651,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,17,240,9,3,4,0,28,7,5,0,21,82,0,0,159,37,26,0,26,222,159,222
2045661,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,18,240,7,6,7,0,22,7,7,0,23,67,0,0,146,42,35,0,35,223,146,223
2045671,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,19,240,4,3,2,0,21,3,13,0,19,91,0,0,156,33,38,0,38,227,156,227
2045681,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,20,240,5,0,3,0,19,7,5,0,18,81,0,0,138,52,33,0,33,223,138,223
2045691,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,21,240,7,4,6,0,14,3,11,0,26,71,0,0,142,47,35,0,35,224,142,224
2045701,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,22,240,18,1,2,0,18,6,19,0,18,77,0,0,159,37,25,0,25,221,159,221
2045711,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,30052,U.E. Carlos Palenque Avilés,23,116,2,3,1,0,10,3,3,0,7,52,0,0,81,14,10,0,10,105,81,105
2045721,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,1,240,16,1,1,0,8,5,7,0,13,86,0,0,137,47,40,0,40,224,137,224
2045731,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,2,240,17,1,2,0,6,5,4,0,3,97,0,0,135,50,40,2,42,227,135,227
2045741,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,3,240,13,5,2,0,13,8,3,0,12,83,0,0,139,48,40,0,40,227,139,227
2045751,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,4,240,9,5,3,0,19,8,2,0,6,92,0,0,144,41,37,1,38,223,144,223
2045761,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,5,240,7,3,1,0,14,6,10,0,16,92,0,0,149,35,32,1,33,217,149,217
2045771,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,6,240,16,1,0,0,6,6,2,0,8,89,0,0,128,46,42,0,42,216,128,216
2045781,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,7,240,12,1,0,0,11,5,4,0,13,110,0,0,156,37,32,0,32,225,156,225
2045791,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,8,240,18,1,1,0,11,8,4,0,11,71,0,0,125,52,46,2,48,225,125,225
2045801,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,9,240,6,0,1,0,12,10,11,0,9,84,0,0,133,60,33,0,33,226,133,226
2045811,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,10,240,13,4,2,0,11,6,6,0,8,90,0,0,140,41,41,1,42,223,140,223
2045821,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,11,240,15,3,2,0,12,5,11,0,9,84,0,0,141,53,31,1,32,226,141,226
2045831,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,12,240,22,4,2,0,14,7,8,0,6,80,0,0,143,49,32,0,32,224,143,224
2045841,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,13,240,17,2,2,0,18,2,9,0,9,87,0,0,146,44,37,0,37,227,146,227
2045851,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,14,240,8,7,3,0,14,10,3,0,13,74,0,0,132,39,52,0,52,223,132,223
2045861,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,15,240,20,2,1,0,9,10,1,0,11,90,0,0,144,49,34,0,34,227,144,227
2045871,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,16,240,15,3,2,0,17,11,8,0,7,83,0,0,146,44,34,1,35,225,146,225
2045881,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,17,240,16,1,1,0,9,6,3,0,5,88,0,0,129,47,44,0,44,220,129,220
2045891,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,18,240,9,2,1,0,17,7,7,0,13,81,0,0,137,43,43,0,43,223,137,223
2045901,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,19,240,16,0,0,0,11,5,2,0,7,98,0,0,139,39,34,0,34,212,139,212
2045911,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,20,240,11,3,5,0,16,6,4,0,5,77,0,0,127,38,56,1,57,222,127,222
2045921,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,21,240,20,2,0,0,12,7,6,0,10,88,0,0,145,32,46,3,49,226,145,226
2045931,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,22,240,25,2,2,0,10,12,4,0,9,79,0,0,143,39,41,1,42,224,143,224
2045941,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,23,240,12,2,1,0,12,3,15,0,9,90,0,0,144,44,39,1,40,228,144,228
2045951,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,24,240,14,5,4,0,16,7,3,0,11,85,0,0,145,39,42,1,43,227,145,227
2045961,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,25,240,8,3,3,0,12,3,5,0,14,91,0,0,139,44,35,0,35,218,139,218
2045971,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,26,240,14,4,1,0,11,4,9,0,6,76,0,0,125,58,39,2,41,224,125,224
2045981,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,27,240,11,0,2,0,18,7,7,0,5,75,0,0,125,43,48,1,49,217,125,217
2045991,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,13,0,1,Murillo                                 ,5,El Alto,820,El Alto,2305,U. E. Yunguyo Fe y Alegría B,28,54,3,2,0,0,1,0,3,0,1,18,0,0,28,8,12,0,12,48,28,48
2046001,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,25044,U.E. Pablo Zarate Villca,1,240,9,6,10,0,12,5,13,0,8,73,0,0,136,43,46,2,48,227,136,227
2046011,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,25044,U.E. Pablo Zarate Villca,2,240,9,5,9,0,11,6,11,0,10,55,0,0,116,49,56,2,58,223,116,223
2046021,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,25044,U.E. Pablo Zarate Villca,3,240,9,4,6,0,9,4,7,0,16,86,0,0,141,32,48,2,50,223,141,223
2046031,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,25044,U.E. Pablo Zarate Villca,4,240,14,4,10,0,9,5,11,0,12,75,0,0,140,43,40,0,40,223,140,223
2046041,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,25044,U.E. Pablo Zarate Villca,5,240,8,4,6,0,7,3,10,0,11,63,0,0,112,60,54,5,59,231,112,231
2046051,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,25044,U.E. Pablo Zarate Villca,6,240,8,5,5,0,16,3,14,0,11,75,0,0,137,51,32,4,36,224,137,224
2046061,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,25044,U.E. Pablo Zarate Villca,7,240,12,5,4,0,5,7,14,0,9,78,0,0,134,47,44,4,48,229,134,229
2046071,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,25044,U.E. Pablo Zarate Villca,8,195,6,3,10,0,11,5,5,0,6,65,0,0,111,27,35,1,36,174,111,174
2046081,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,1,240,6,2,5,0,10,3,13,0,22,78,0,0,139,36,48,4,52,227,139,227
2046091,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,2,240,7,5,9,0,10,2,8,0,17,79,0,0,137,44,35,2,37,218,137,218
2046101,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,3,240,5,5,10,0,19,2,6,0,11,67,0,0,125,51,41,3,44,220,125,220
2046111,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,4,240,10,2,9,0,16,4,18,0,11,88,0,0,158,42,23,2,25,225,158,225
2046121,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,5,240,8,1,5,0,6,1,10,0,15,81,0,0,127,54,39,0,39,220,127,220
2046131,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,6,240,5,2,4,0,14,9,16,0,13,73,0,0,136,52,29,0,29,217,136,217
2046141,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,7,240,12,8,6,0,4,4,4,0,13,77,0,0,128,49,36,2,38,215,128,215
2046151,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,8,240,15,2,3,0,16,3,6,0,13,115,0,0,173,3,47,1,48,224,173,224
2046161,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,9,240,6,7,8,0,13,6,7,0,14,79,0,0,140,45,33,4,37,222,140,222
2046171,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,10,240,6,7,5,0,10,1,13,0,10,75,0,0,127,38,55,0,55,220,127,220
2046181,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,11,240,7,2,10,0,14,4,8,0,14,77,0,0,136,47,42,1,43,226,136,226
2046191,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,12,240,10,4,9,0,13,2,7,0,14,77,0,0,136,38,46,1,47,221,136,221
2046201,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,13,240,7,4,7,0,10,8,9,0,12,86,0,0,143,40,39,1,40,223,143,223
2046211,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,2,La Paz,10,0,1,Murillo                                 ,5,El Alto,820,El Alto,2502,U.E. Mcal. Andrés de Santa Cruz,14,240,5,6,6,0,3,4,9,0,17,66,0,0,116,60,46,1,47,223,116,223
